date,proposer
2023-04-15,6925.3967347421485
2023-04-16,6937.607577881301
2023-04-17,6974.469703486291
2023-04-18,6975.001375177074
2023-04-19,6996.236426229256
2023-04-20,6940.533377257136
2023-04-21,7014.077630867594
2023-04-22,7068.283393560422
2023-04-23,7039.944187263017
2023-04-24,7059.422697105093
2023-04-25,7050.434877347559
2023-04-26,7049.764272893747
2023-04-27,7026.07610651846
2023-04-28,7042.5903556207695
2023-04-29,7035.558167125849
2023-04-30,7046.694737317649
2023-05-01,7031.617854786365
2023-05-02,7020.462579975488
2023-05-03,7024.750287906065
2023-05-04,7039.792464862533
2023-05-05,7051.557507544107
2023-05-06,7022.048715937809
2023-05-07,7033.904964341689
2023-05-08,7032.642854496849
2023-05-09,7027.534159588837
2023-05-10,7024.735626285239
2023-05-11,6932.896462952809
2023-05-12,6809.879456244084
2023-05-13,6992.2893012124105
2023-05-14,6962.287661332721
2023-05-15,6986.138186455172
2023-05-16,7011.322002956994
2023-05-17,6975.277533776139
2023-05-18,7026.876305367839
2023-05-19,7011.022246879118
2023-05-20,7016.685572085018
2023-05-21,7019.540114564852
2023-05-22,7011.85868719982
2023-05-23,7004.382513947568
2023-05-24,7021.65726484971
2023-05-25,7033.483814126942
2023-05-26,7032.210328825624
2023-05-27,7034.184275876427
2023-05-28,7057.946259687642
2023-05-29,7042.2799084993685
2023-05-30,7019.174929285067
2023-05-31,7016.298442891358
2023-06-01,7029.683752490996
2023-06-02,6998.914905738318
2023-06-03,7019.49763378333
2023-06-04,7013.40501857453
2023-06-05,6994.976398256925
2023-06-06,7018.941119357622
2023-06-07,7013.913360566521
2023-06-08,6990.013716063996
2023-06-09,7025.314155709259
2023-06-10,7027.26858010941
2023-06-11,7014.380436045722
2023-06-12,7025.923086424018
2023-06-13,7050.904816605762
2023-06-14,7018.372576185327
2023-06-15,7017.148147638895
2023-06-16,7046.435742604277
2023-06-17,7054.565166434387
2023-06-18,7042.300570993205
2023-06-19,7039.598631006717
2023-06-20,7035.845785204772
2023-06-21,7079.324830985232
2023-06-22,7020.789550278694
2023-06-23,7034.377903181821
2023-06-24,7028.7158760484745
2023-06-25,7029.96767902015
2023-06-26,7024.887397260232
2023-06-27,7013.195323194102
2023-06-28,7076.299903715031
2023-06-29,7052.203178552722
2023-06-30,7046.801941216668
2023-07-01,7029.466441729449
2023-07-02,7068.84640344108
2023-07-03,7046.704824058975
2023-07-04,7024.218866599904
2023-07-05,7055.981693312113
2023-07-06,7039.594147170861
2023-07-07,7057.578193695932
2023-07-08,7037.418732290375
2023-07-09,7045.370593159613
2023-07-10,7032.968150904885
2023-07-11,7059.438480204755
2023-07-12,7038.956572780748
2023-07-13,7015.34795009359
2023-07-14,7042.470603294413
2023-07-15,6984.476412639856
2023-07-16,7038.152576269561
2023-07-17,7065.611903530097
2023-07-18,7051.592889390855
2023-07-19,7056.384716574545
2023-07-20,7086.15803113071
2023-07-21,7071.05799681867
2023-07-22,7078.877907204207
2023-07-23,7100.351356087178
2023-07-24,7074.815813400766
2023-07-25,7083.032305754918
2023-07-26,7094.893717841988
2023-07-27,7073.387213935707
2023-07-28,7069.155827316315
2023-07-29,7093.595057707476
2023-07-30,7067.368135311514
2023-07-31,7100.274189057178
2023-08-01,7086.2433979222815
2023-08-02,7099.070404437495
2023-08-03,7082.939696722874
2023-08-04,7078.501968080363
2023-08-05,7102.010981993259
2023-08-06,7072.238460315505
2023-08-07,7056.637175446229
2023-08-08,7074.708800863482
2023-08-09,7084.401148092655
2023-08-10,7074.079150679294
2023-08-11,7086.64013592655
2023-08-12,7069.880210127033
2023-08-13,7104.314168956552
2023-08-14,7087.037666671878
2023-08-15,7091.809352529637
2023-08-16,7080.1020508645815
2023-08-17,7077.186726548432
2023-08-18,7086.550677417407
2023-08-19,7078.406116027941
2023-08-20,7068.6967822903125
2023-08-21,7078.702969059154
2023-08-22,7100.314625277005
2023-08-23,7083.071476515425
2023-08-24,7083.774962800424
2023-08-25,7071.073272302199
2023-08-26,7084.87914925881
2023-08-27,7072.902334782402
2023-08-28,7068.479483471686
2023-08-29,7077.570611222632
2023-08-30,7081.369841645485
2023-08-31,7090.675724770851
2023-09-01,7088.387387879582
2023-09-02,7056.147505018381
2023-09-03,7088.389029747036
2023-09-04,7122.936888412222
2023-09-05,7074.95659396414
2023-09-06,7073.692916531581
2023-09-07,7090.358207275617
2023-09-08,7067.138123659097
2023-09-09,7074.342414615228
2023-09-10,7074.314179705839
2023-09-11,7087.479087959578
2023-09-12,7090.36696403024
2023-09-13,7064.778467475984
2023-09-14,7054.19644437495
2023-09-15,7027.443562632221
