date,total
2023-05-14,5.278195331374604e-06
2023-05-15,5.618437261305681e-06
2023-05-16,5.8425284380367566e-06
2023-05-17,5.5972496754072274e-06
2023-05-18,5.241473485813052e-06
2023-05-19,4.993066030237685e-06
2023-05-20,4.908380634970596e-06
2023-05-21,4.9486428340671245e-06
2023-05-22,5.148643386218114e-06
2023-05-23,5.458186226900926e-06
2023-05-24,5.800416389428269e-06
2023-05-25,5.68257519666645e-06
2023-05-26,5.274420669472543e-06
2023-05-27,4.996028400132385e-06
2023-05-28,4.853856966234316e-06
2023-05-29,4.872430678146066e-06
2023-05-30,5.03199204327093e-06
2023-05-31,5.349774452105189e-06
2023-06-01,5.756069559038233e-06
2023-06-02,5.766139269099074e-06
2023-06-03,5.3103833523555e-06
2023-06-04,5.035784640396562e-06
2023-06-05,4.880936301853576e-06
2023-06-06,4.826521346076838e-06
2023-06-07,4.9543660922722844e-06
2023-06-08,5.21549121772572e-06
2023-06-09,5.5937488473182965e-06
2023-06-10,5.697841575978149e-06
2023-06-11,5.388200103146799e-06
2023-06-12,5.06030724661642e-06
2023-06-13,4.84968911261234e-06
2023-06-14,4.795313355326223e-06
2023-06-15,4.888975933405358e-06
2023-06-16,5.0802191668020415e-06
2023-06-17,5.439514595318278e-06
2023-06-18,5.67277465609705e-06
2023-06-19,5.4776013860188656e-06
2023-06-20,5.113384767734842e-06
2023-06-21,4.853285901052498e-06
2023-06-22,4.738997596258176e-06
2023-06-23,4.785630577901348e-06
2023-06-24,4.954694965419713e-06
2023-06-25,5.260222588433736e-06
2023-06-26,5.610045556925953e-06
2023-06-27,5.458724020268656e-06
2023-06-28,5.080478489140531e-06
2023-06-29,4.813303085009295e-06
2023-06-30,4.719722749598545e-06
2023-07-01,4.736297447513143e-06
2023-07-02,4.837693440598106e-06
2023-07-03,5.1625287643233725e-06
2023-07-04,5.542900286287869e-06
2023-07-05,5.583193480663017e-06
2023-07-06,5.176182479632441e-06
2023-07-07,4.852446808320009e-06
2023-07-08,4.722642489440967e-06
2023-07-09,4.693260135672148e-06
2023-07-10,4.79821496246617e-06
2023-07-11,5.021725894957334e-06
2023-07-12,5.425990749879915e-06
2023-07-13,5.545581416518376e-06
2023-07-14,5.138149073759687e-06
2023-07-15,4.8866181883199e-06
2023-07-16,4.678073864771039e-06
2023-07-17,4.6246196578356685e-06
2023-07-18,4.713465737051278e-06
2023-07-19,4.893055934602438e-06
2023-07-20,5.25445760993468e-06
2023-07-21,5.511821913876727e-06
2023-07-22,5.256043117544494e-06
2023-07-23,4.930399540370847e-06
2023-07-24,4.7137844747066685e-06
2023-07-25,4.59970989196869e-06
2023-07-26,4.621816954155104e-06
2023-07-27,4.797543082976081e-06
2023-07-28,5.116647799765475e-06
2023-07-29,5.44915987409268e-06
2023-07-30,5.375380262041731e-06
2023-07-31,4.979778742802258e-06
2023-08-01,4.704277141880622e-06
2023-08-02,4.577078183089884e-06
2023-08-03,4.589521838978976e-06
2023-08-04,4.7397169940575145e-06
2023-08-05,5.025847313935065e-06
2023-08-06,5.4801194803025794e-06
2023-08-07,5.51454269966647e-06
2023-08-08,5.087191982994757e-06
2023-08-09,4.768197015718875e-06
2023-08-10,4.601029162401811e-06
2023-08-11,4.555767292041019e-06
2023-08-12,4.662327651677239e-06
2023-08-13,4.901777778762568e-06
2023-08-14,5.290830060062469e-06
2023-08-15,5.446259418819195e-06
2023-08-16,5.16470046442184e-06
2023-08-17,4.796490098601977e-06
2023-08-18,4.596017873586433e-06
2023-08-19,4.534260388311839e-06
2023-08-20,4.604228924001669e-06
2023-08-21,4.8050741643626926e-06
2023-08-22,5.128889824118135e-06
2023-08-23,5.400078886427258e-06
2023-08-24,5.228191201106134e-06
2023-08-25,4.851255586158895e-06
2023-08-26,4.633300881208924e-06
2023-08-27,4.5084450332420135e-06
2023-08-28,4.526107604848209e-06
2023-08-29,4.704485040431428e-06
2023-08-30,5.000589995930017e-06
2023-08-31,5.389477036504457e-06
2023-09-01,5.288696090644305e-06
2023-09-02,4.885798347033838e-06
2023-09-03,4.594648198359858e-06
2023-09-04,4.442744770751352e-06
2023-09-05,4.455886137963151e-06
2023-09-06,4.581711053305498e-06
2023-09-07,4.847815524139862e-06
2023-09-08,5.272422503950577e-06
2023-09-09,5.318454072289101e-06
2023-09-10,4.927395304726091e-06
2023-09-11,4.61935211056048e-06
2023-09-12,4.451363523545644e-06
2023-09-13,4.41096117734918e-06
2023-09-14,4.5258662466018405e-06
2023-09-15,4.771028218781947e-06
